-49.000000,-0.000223
-48.000000,-0.000219
-47.000000,-0.000215
-46.000000,-0.000211
-45.000000,-0.000208
-44.000000,-0.000204
-43.000000,-0.000200
-42.000000,-0.000196
-41.000000,-0.000192
-40.000000,-0.000188
-39.000000,-0.000184
-38.000000,-0.000180
-37.000000,-0.000175
-36.000000,-0.000171
-35.000000,-0.000167
-34.000000,-0.000163
-33.000000,-0.000158
-32.000000,-0.000154
-31.000000,-0.000150
-30.000000,-0.000145
-29.000000,-0.000141
-28.000000,-0.000137
-27.000000,-0.000132
-26.000000,-0.000128
-25.000000,-0.000123
-24.000000,-0.000119
-23.000000,-0.000114
-22.000000,-0.000109
-21.000000,-0.000105
-20.000000,-0.000100
-19.000000,-0.000095
-18.000000,-0.000091
-17.000000,-0.000086
-16.000000,-0.000081
-15.000000,-0.000076
-14.000000,-0.000071
-13.000000,-0.000066
-12.000000,-0.000061
-11.000000,-0.000056
-10.000000,-0.000051
0.000000,-0.000046
1.000000,-0.000041
2.000000,-0.000036
3.000000,-0.000031
4.000000,-0.000026
5.000000,-0.000021
6.000000,-0.000016
7.000000,-0.000011
8.000000,-0.000005
9.000000,0.000000
10.000000,0.000054
11.000000,0.000060
12.000000,0.000065
13.000000,0.000071
14.000000,0.000077
15.000000,0.000082
16.000000,0.000088
17.000000,0.000094
18.000000,0.000100
19.000000,0.000105
20.000000,0.000111
21.000000,0.000117
22.000000,0.000123
23.000000,0.000129
24.000000,0.000135
25.000000,0.000141
26.000000,0.000147
27.000000,0.000153
28.000000,0.000159
29.000000,0.000165
30.000000,0.000171
31.000000,0.000177
32.000000,0.000183
33.000000,0.000189
34.000000,0.000195
35.000000,0.000201
36.000000,0.000207
37.000000,0.000214
38.000000,0.000220
39.000000,0.000226
40.000000,0.000232
41.000000,0.000239
42.000000,0.000245
43.000000,0.000251
44.000000,0.000258
45.000000,0.000264
46.000000,0.000271
47.000000,0.000277
48.000000,0.000284
49.000000,0.000290
50.000000,0.000296
51.000000,0.000303
52.000000,0.000310
53.000000,0.000316
54.000000,0.000323
55.000000,0.000329
56.000000,0.000336
57.000000,0.000343
58.000000,0.000349
59.000000,0.000356
60.000000,0.000363
61.000000,0.000369
62.000000,0.000376
